PO_ID,PO_Date,Supplier,Category,Quantity_Ordered,Unit_Cost,PO_Value,Promised_Delivery_Days,Actual_Delivery_Days,On_Time,Late_Days,Opening_Stock,Demand_Units,Received_Units,Closing_Stock,Stockout
PO100960,2025-09-22,Supplier_02,Office Supplies,10,164.08,1640.8,7,6,Yes,0,340,23,10,327,No
PO100961,2025-02-05,Supplier_04,Electronics,19,490.05,9310.95,6,4,Yes,0,83,41,19,0,Yes
PO100962,2025-04-22,Supplier_04,Home & Kitchen,16,380.89,6094.24,10,10,Yes,0,222,20,16,218,No
PO100963,2025-06-30,Supplier_06,Home & Kitchen,11,459.41,5053.51,6,7,Yes,1,354,26,11,339,No
PO100964,2025-06-25,Supplier_02,Electronics,11,34.05,374.55,5,6,No,1,252,40,11,0,Yes
PO100965,2025-04-13,Supplier_03,Electronics,10,244.67,2446.7,5,6,No,1,152,51,10,111,No
PO100966,2025-10-22,Supplier_15,Home & Kitchen,17,277.71,4721.07,8,8,Yes,0,158,27,17,148,No
PO100967,2025-04-04,Supplier_08,Electronics,5,445.2,2226.0,10,16,No,6,189,26,5,168,No
PO100968,2025-12-24,Supplier_13,Home & Kitchen,18,405.89,7306.02,10,17,No,7,464,34,18,0,Yes
PO100969,2025-01-02,Supplier_02,Office Supplies,3,308.2,924.6,10,8,Yes,0,336,24,3,315,No
PO100970,2025-10-16,Supplier_01,Office Supplies,6,443.71,2662.26,8,16,No,8,127,26,6,107,No
PO100971,2025-10-06,Supplier_15,Home & Kitchen,2,391.71,783.42,7,8,Yes,1,372,18,2,356,No
PO100972,2025-01-22,Supplier_15,Electronics,1,92.89,92.89,10,16,No,6,241,51,1,191,No
PO100973,2025-10-17,Supplier_01,Electronics,11,410.74,4518.14,8,17,No,9,349,38,11,0,Yes
PO100974,2025-07-29,Supplier_04,Home & Kitchen,3,92.18,276.54,4,5,No,1,308,26,3,285,No
PO100975,2025-07-21,Supplier_08,Electronics,16,199.1,3185.6,4,4,Yes,0,273,37,16,0,Yes
PO100976,2025-09-23,Supplier_10,Electronics,6,341.42,2048.52,7,11,No,4,225,38,6,0,Yes
PO100977,2025-07-31,Supplier_13,Home & Kitchen,11,364.83,4013.13,7,15,No,8,409,22,11,398,No
PO100978,2025-09-14,Supplier_01,Electronics,6,404.75,2428.5,5,15,No,10,378,49,6,335,No
PO100979,2025-10-01,Supplier_02,Home & Kitchen,13,398.56,5181.28,5,4,Yes,0,205,24,13,194,No
PO100980,2025-03-15,Supplier_01,Home & Kitchen,2,456.84,913.68,3,11,No,8,161,34,2,129,No
PO100981,2025-12-20,Supplier_09,Electronics,17,257.16,4371.72,8,6,Yes,0,454,58,17,0,Yes
PO100982,2025-03-07,Supplier_09,Home & Kitchen,19,344.99,6554.81,10,9,Yes,0,157,18,19,158,No
PO100983,2025-10-31,Supplier_08,Home & Kitchen,14,485.61,6798.54,9,10,Yes,1,412,25,14,401,No
PO100984,2025-10-12,Supplier_04,Home & Kitchen,15,173.5,2602.5,5,3,Yes,0,316,27,15,304,No
PO100985,2025-07-21,Supplier_12,Electronics,19,135.37,2572.03,5,7,No,2,292,44,19,0,Yes
PO100986,2025-05-14,Supplier_14,Electronics,10,146.81,1468.1,10,16,No,6,372,40,10,0,Yes
PO100987,2025-12-11,Supplier_11,Office Supplies,12,359.63,4315.56,8,19,No,11,138,20,12,130,No
PO100988,2025-05-05,Supplier_15,Electronics,2,107.72,215.44,3,14,No,11,364,48,2,318,No
PO100989,2025-08-30,Supplier_13,Electronics,11,381.98,4201.78,8,9,Yes,1,481,46,11,446,No
PO100990,2025-10-06,Supplier_02,Electronics,8,207.95,1663.6,4,5,No,1,412,47,8,0,Yes
PO100991,2025-05-12,Supplier_12,Electronics,3,483.76,1451.28,6,17,No,11,284,44,3,0,Yes
PO100992,2025-08-10,Supplier_10,Office Supplies,17,233.88,3975.96,3,1,Yes,0,236,14,17,239,No
PO100993,2025-09-16,Supplier_09,Electronics,15,44.23,663.45,4,6,No,2,367,46,15,336,No
PO100994,2025-07-24,Supplier_04,Home & Kitchen,2,123.74,247.48,3,1,Yes,0,168,29,2,141,No
PO100995,2025-09-12,Supplier_06,Office Supplies,20,360.32,7206.4,9,13,No,4,364,31,20,353,No
PO100996,2025-09-02,Supplier_06,Electronics,6,125.85,755.1,4,9,No,5,231,41,6,196,No
PO100997,2025-12-17,Supplier_02,Home & Kitchen,4,173.53,694.12,5,9,No,4,244,27,4,221,No
PO100998,2025-01-02,Supplier_06,Electronics,5,114.76,573.8,8,13,No,5,473,59,5,0,Yes
PO100999,2025-07-09,Supplier_03,Electronics,5,421.64,2108.2,9,16,No,7,491,41,5,0,Yes
PO101000,2025-08-18,Supplier_07,Electronics,18,281.45,5066.1,5,6,Yes,1,47,38,18,0,Yes
PO101001,2025-06-18,Supplier_14,Home & Kitchen,10,379.32,3793.2,9,9,Yes,0,90,22,10,78,No
PO101002,2025-03-03,Supplier_12,Home & Kitchen,11,472.75,5200.25,8,14,No,6,197,22,11,186,No
PO101003,2025-01-07,Supplier_04,Office Supplies,18,353.25,6358.5,6,15,No,9,476,25,18,469,No
PO101004,2025-07-21,Supplier_09,Home & Kitchen,16,416.16,6658.56,9,10,Yes,1,151,30,16,137,No
PO101005,2025-07-18,Supplier_14,Home & Kitchen,19,95.79,1820.01,3,4,Yes,1,481,33,19,467,No
PO101006,2025-05-28,Supplier_15,Home & Kitchen,7,268.37,1878.59,8,8,Yes,0,43,23,7,27,No
PO101007,2025-04-10,Supplier_05,Home & Kitchen,17,468.38,7962.46,9,13,No,4,341,40,17,318,No
PO101008,2025-11-27,Supplier_05,Home & Kitchen,10,171.29,1712.9,8,7,Yes,0,152,29,10,133,No
PO101009,2025-10-13,Supplier_01,Home & Kitchen,2,100.01,200.02,4,7,No,3,351,27,2,326,No
PO101010,2025-05-20,Supplier_12,Electronics,6,305.91,1835.46,9,14,No,5,491,45,6,452,No
PO101011,2025-11-27,Supplier_05,Electronics,10,464.81,4648.1,10,17,No,7,52,42,10,20,No
PO101012,2025-03-13,Supplier_06,Office Supplies,18,46.38,834.84,9,17,No,8,140,28,18,130,No
PO101013,2025-11-21,Supplier_06,Electronics,5,373.69,1868.45,5,12,No,7,46,48,5,0,Yes
PO101014,2025-04-12,Supplier_02,Electronics,4,441.36,1765.44,5,3,Yes,0,192,33,4,0,Yes
PO101015,2025-02-02,Supplier_02,Electronics,19,420.35,7986.65,9,7,Yes,0,188,38,19,169,No
PO101016,2025-03-13,Supplier_09,Electronics,17,218.21,3709.57,5,14,No,9,366,53,17,0,Yes
PO101017,2025-08-15,Supplier_07,Home & Kitchen,11,490.04,5390.44,3,9,No,6,326,24,11,313,No
PO101018,2025-01-18,Supplier_05,Electronics,8,464.79,3718.32,8,9,No,1,173,44,8,137,No
PO101019,2025-08-30,Supplier_12,Home & Kitchen,4,88.81,355.24,7,17,No,10,300,33,4,271,No
PO101020,2025-06-03,Supplier_04,Electronics,9,327.8,2950.2,9,7,Yes,0,448,45,9,0,Yes
PO101021,2025-04-06,Supplier_07,Electronics,17,173.02,2941.34,10,14,No,4,439,42,17,414,No
PO101022,2025-05-25,Supplier_05,Home & Kitchen,19,164.67,3128.73,9,20,No,11,93,42,19,70,No
PO101023,2025-07-09,Supplier_08,Home & Kitchen,11,159.87,1758.57,10,19,No,9,446,27,11,430,No
PO101024,2025-10-09,Supplier_02,Home & Kitchen,16,127.45,2039.2,9,19,No,10,172,39,16,149,No
PO101025,2025-08-06,Supplier_15,Electronics,17,362.99,6170.83,8,10,No,2,382,59,17,340,No
PO101026,2025-07-17,Supplier_05,Electronics,16,193.16,3090.56,3,3,Yes,0,101,36,16,81,No
PO101027,2025-04-07,Supplier_04,Electronics,16,257.05,4112.8,8,19,No,11,147,43,16,0,Yes
PO101028,2025-09-29,Supplier_11,,11,345.09,3795.99,10,10,Yes,0,308,60,11,0,Yes
PO101029,2025-06-04,Supplier_09,Electronics,1,143.59,143.59,10,18,No,8,161,56,1,0,Yes
PO101030,2025-06-23,Supplier_12,Home & Kitchen,9,30.1,270.9,10,20,No,10,161,32,9,138,No
PO101031,2025-11-04,Supplier_15,Office Supplies,12,341.45,4097.4,3,4,No,1,158,28,12,142,No
PO101032,2025-03-25,Supplier_11,Home & Kitchen,4,,798.2,9,13,No,4,47,30,4,21,No
PO101033,2025-03-14,Supplier_08,Home & Kitchen,7,25.16,176.12,3,10,No,7,495,18,7,484,No
PO101034,2025-02-18,Supplier_05,Electronics,19,130.53,2480.07,3,14,No,11,499,46,19,0,Yes
PO101035,2025-12-31,Supplier_09,Electronics,4,125.32,501.28,3,4,Yes,1,273,52,4,225,No
PO101036,2025-08-25,Supplier_14,Office Supplies,14,411.38,5759.32,10,8,Yes,0,97,21,14,90,No
PO101037,2025-08-23,Supplier_09,Electronics,5,63.84,319.2,10,14,No,4,155,49,5,0,Yes
PO101038,2025-02-25,Supplier_09,Home & Kitchen,13,266.65,3466.45,6,8,No,2,361,28,13,346,No
PO101039,2025-12-31,Supplier_02,Office Supplies,16,417.9,6686.4,9,15,No,6,221,25,16,212,No
PO101040,2025-10-03,Supplier_07,Home & Kitchen,19,389.15,7393.85,10,19,No,9,289,34,19,274,No
PO101041,2025-07-21,Supplier_11,Home & Kitchen,19,,3798.48,3,2,Yes,0,237,31,19,225,No
PO101042,2025-06-04,Supplier_13,Home & Kitchen,19,464.96,8834.24,4,2,Yes,0,49,26,19,42,No
PO101043,2025-10-09,Supplier_14,Electronics,19,394.78,7500.82,6,10,No,4,165,58,19,126,No
PO101044,2025-06-11,Supplier_10,Home & Kitchen,9,55.17,496.53,5,13,No,8,370,31,9,348,No
PO101045,2025-11-01,Supplier_14,Electronics,16,460.7,7371.2,6,16,No,10,193,47,16,162,No
PO101046,2025-05-31,Supplier_01,Electronics,16,452.83,7245.28,7,18,No,11,198,41,16,0,Yes
PO101047,2025-04-20,Supplier_09,Electronics,13,412.15,5357.95,8,14,No,6,248,40,13,0,Yes
PO101048,2025-02-16,Supplier_04,Home & Kitchen,13,373.54,4856.02,4,15,No,11,247,26,13,234,No
PO101049,2025-11-29,Supplier_06,Home & Kitchen,1,85.63,85.63,6,16,No,10,41,29,1,13,No
PO101050,2025-11-06,Supplier_15,Home & Kitchen,2,258.13,516.26,5,3,Yes,0,203,22,2,183,No
PO101051,2025-02-11,Supplier_11,Electronics,11,83.69,920.59,9,7,Yes,0,313,51,11,0,Yes
PO101052,2025-03-07,Supplier_07,Home & Kitchen,8,136.47,1091.76,3,4,No,1,144,25,8,0,Yes
PO101053,2025-10-06,Supplier_15,Home & Kitchen,9,321.71,2895.39,10,8,Yes,0,82,33,9,0,Yes
PO101054,2025-05-08,Supplier_06,Electronics,16,390.94,6255.04,6,7,Yes,1,151,43,16,0,Yes
PO101055,2025-07-03,Supplier_15,Home & Kitchen,15,175.85,2637.75,5,6,No,1,474,26,15,463,No
PO101056,2025-04-30,Supplier_05,Home & Kitchen,16,89.36,1429.76,7,15,No,8,379,28,16,367,No
PO101057,2025-12-11,Supplier_05,Home & Kitchen,10,488.18,4881.8,5,12,No,7,364,35,10,339,No
PO101058,2025-11-04,Supplier_10,Office Supplies,2,112.93,225.86,4,10,No,6,102,25,2,79,No
PO101059,2025-07-11,Supplier_15,Home & Kitchen,3,40.5,121.5,5,6,Yes,1,134,25,3,112,No
PO101060,2025-09-27,Supplier_02,Home & Kitchen,16,119.38,1910.08,5,9,No,4,460,33,16,443,No
PO101061,2025-09-27,Supplier_11,Electronics,12,99.0,1188.0,9,11,No,2,57,43,12,0,Yes
PO101062,2025-06-02,Supplier_07,Electronics,8,326.85,2614.8,4,13,No,9,494,44,8,0,Yes
PO101063,2025-05-14,Supplier_14,Electronics,2,430.44,860.88,5,7,No,2,47,42,2,7,No
PO101064,2025-03-07,Supplier_12,Home & Kitchen,20,293.68,5873.6,6,6,Yes,0,75,24,20,71,No
PO101065,2025-05-06,Supplier_03,Electronics,4,432.65,1730.6,10,15,No,5,100,45,4,59,No
PO101066,2025-02-20,Supplier_11,Electronics,6,312.97,1877.82,9,10,Yes,1,110,40,6,0,Yes
PO101067,2025-09-15,Supplier_15,Office Supplies,6,67.06,402.36,6,5,Yes,0,330,25,6,311,No
PO101068,2025-07-23,Supplier_03,Electronics,5,194.78,973.9,10,12,No,2,493,30,5,468,No
PO101069,2025-03-26,Supplier_12,Electronics,19,487.96,9271.24,5,4,Yes,0,203,35,19,0,Yes
PO101070,2025-11-20,Supplier_02,Electronics,6,249.65,1497.9,6,4,Yes,0,148,47,6,0,Yes
PO101071,2025-04-17,Supplier_03,Home & Kitchen,1,81.75,81.75,8,12,No,4,482,29,1,454,No
PO101072,2025-01-04,Supplier_04,Home & Kitchen,4,56.33,225.32,5,5,Yes,0,367,22,4,349,No
PO101073,2025-07-17,Supplier_09,Home & Kitchen,20,317.59,6351.8,10,12,No,2,211,27,20,204,No
PO101074,2025-10-13,Supplier_12,Electronics,10,435.14,4351.4,3,3,Yes,0,291,51,10,0,Yes
PO101075,2025-10-09,Supplier_02,Office Supplies,17,341.92,5812.64,3,13,No,10,76,16,17,77,No
PO101076,2025-06-20,Supplier_01,Electronics,6,453.66,2721.96,9,18,No,9,394,46,6,0,Yes
PO101077,2025-08-21,Supplier_11,Electronics,19,211.5,4018.5,8,13,No,5,167,42,19,0,Yes
PO101078,2025-03-14,Supplier_05,Home & Kitchen,18,104.34,1878.12,5,16,No,11,122,30,18,110,No
PO101079,2025-03-13,Supplier_09,Office Supplies,15,221.74,3326.1,10,11,Yes,1,365,22,15,358,No
PO101080,2025-03-31,Supplier_07,Electronics,20,298.72,5974.4,3,11,No,8,392,57,20,355,No
PO101081,2025-11-29,Supplier_09,Electronics,10,218.2,2182.0,4,4,Yes,0,333,46,10,297,No
PO101082,2025-01-23,Supplier_05,Electronics,19,470.73,8943.87,10,20,No,10,322,36,19,305,No
PO101083,2025-06-11,Supplier_13,Office Supplies,16,208.69,3339.04,8,8,Yes,0,66,23,16,59,No
PO101084,2025-03-17,Supplier_02,Home & Kitchen,19,139.27,2646.13,4,15,No,11,91,20,19,90,No
PO101085,2025-02-21,Supplier_12,Office Supplies,20,120.97,2419.4,7,7,Yes,0,65,14,20,71,No
PO101086,2025-09-22,Supplier_07,Office Supplies,13,422.8,5496.4,5,4,Yes,0,385,26,13,372,No
PO101087,2025-09-28,Supplier_02,Office Supplies,16,294.94,4719.04,4,10,No,6,32,20,16,0,Yes
PO101088,2025-06-02,Supplier_14,Home & Kitchen,3,301.71,905.13,3,8,No,5,260,28,3,235,No
PO101089,2025-10-06,Supplier_12,Electronics,1,181.58,181.58,5,5,Yes,0,101,41,1,0,Yes
PO101090,2025-06-20,Supplier_03,Electronics,15,297.45,4461.75,3,10,No,7,423,45,15,0,Yes
PO101091,2025-01-17,Supplier_09,Electronics,9,153.86,1384.74,10,11,Yes,1,141,44,9,106,No
PO101092,2025-06-12,Supplier_03,Electronics,15,19.59,293.85,5,13,No,8,433,42,15,0,Yes
PO101093,2025-10-18,Supplier_03,Office Supplies,19,407.46,7741.74,6,17,No,11,269,13,19,275,No
PO101094,2025-04-08,Supplier_05,Office Supplies,2,336.75,673.5,8,11,No,3,293,28,2,267,No
PO101095,2025-06-13,Supplier_06,Home & Kitchen,7,226.44,1585.08,10,8,Yes,0,103,28,7,82,No
PO101096,2025-12-16,Supplier_15,Home & Kitchen,7,182.7,1278.9,3,5,No,2,374,28,7,353,No
PO101097,2025-04-25,Supplier_08,Home & Kitchen,2,243.8,487.6,10,10,Yes,0,280,31,2,251,No
PO101098,2025-07-04,Supplier_07,Home & Kitchen,3,473.1,1419.3,5,4,Yes,0,33,30,3,6,No
PO101099,2025-08-26,Supplier_13,Electronics,12,111.38,1336.56,8,7,Yes,0,463,54,12,0,Yes
PO101100,2025-02-23,Supplier_01,Office Supplies,4,373.93,1495.72,8,9,No,1,173,20,4,157,No
PO101101,2025-07-03,Supplier_14,Electronics,1,354.07,354.07,5,4,Yes,0,78,44,1,0,Yes
PO101102,2025-06-28,Supplier_01,Electronics,11,369.31,4062.41,7,11,No,4,86,31,11,66,No
PO101103,2025-09-13,Supplier_02,Home & Kitchen,10,199.45,1994.5,7,14,No,7,349,29,10,330,No
PO101104,2025-09-02,Supplier_01,Electronics,18,56.13,1010.34,6,7,No,1,104,49,18,0,Yes
PO101105,2025-12-20,Supplier_07,Electronics,5,365.91,1829.55,10,11,Yes,1,215,44,5,0,Yes
PO101106,2025-12-26,Supplier_15,Office Supplies,19,342.59,6509.21,7,6,Yes,0,69,31,19,57,No
PO101107,2025-03-07,Supplier_13,Electronics,12,471.42,5657.04,10,10,Yes,0,81,40,12,53,No
PO101108,2025-10-18,Supplier_02,Electronics,14,426.82,5975.48,4,12,No,8,272,46,14,0,Yes
PO101109,2025-04-07,Supplier_10,Home & Kitchen,7,349.67,2447.69,7,18,No,11,76,24,7,59,No
PO101110,2025-10-27,Supplier_15,Electronics,17,210.09,3571.53,6,13,No,7,295,58,17,0,Yes
PO101111,2025-09-30,Supplier_13,Electronics,11,334.23,3676.53,7,11,No,4,210,55,11,166,No
PO101112,2025-12-07,Supplier_05,Office Supplies,15,247.03,3705.45,5,13,No,8,334,22,15,327,No
PO101113,2025-09-23,Supplier_09,Electronics,15,249.16,3737.4,9,10,No,1,499,36,15,478,No
PO101114,2025-03-02,Supplier_06,Office Supplies,16,226.47,3623.52,9,16,No,7,82,16,16,82,No
PO101115,2025-02-16,Supplier_04,Office Supplies,2,320.96,641.92,5,4,Yes,0,378,21,2,359,No
PO101116,2025-10-30,Supplier_14,Office Supplies,1,203.9,203.9,5,14,No,9,457,19,1,439,No
PO101117,2025-04-25,Supplier_08,Electronics,6,55.56,333.36,8,7,Yes,0,355,40,6,321,No
PO101118,2025-10-07,Supplier_08,Electronics,8,240.98,1927.84,9,10,No,1,131,46,8,93,No
PO101119,2025-08-02,Supplier_08,Electronics,2,149.8,299.6,10,9,Yes,0,141,48,2,95,No
PO101120,2025-12-24,Supplier_04,Home & Kitchen,17,220.63,3750.71,7,8,Yes,1,40,30,17,27,No
PO101121,2025-11-29,Supplier_14,Home & Kitchen,20,203.47,4069.4,6,10,No,4,301,26,20,295,No
PO101122,2025-07-17,Supplier_09,Office Supplies,12,387.07,4644.84,9,12,No,3,140,20,12,132,No
PO101123,2025-10-15,Supplier_06,Electronics,3,491.19,1473.57,3,9,No,6,56,43,3,0,Yes
PO101124,2025-02-04,Supplier_09,Home & Kitchen,5,111.25,556.25,8,19,No,11,224,24,5,205,No
PO101125,2025-12-21,Supplier_04,Office Supplies,19,143.88,2733.72,10,10,Yes,0,329,22,19,326,No
PO101126,2025-04-17,Supplier_08,Home & Kitchen,8,49.73,397.84,7,6,Yes,0,353,26,8,335,No
PO101127,2025-06-17,Supplier_12,Electronics,1,410.46,410.46,5,16,No,11,298,43,1,256,No
PO101128,2025-11-07,Supplier_13,Electronics,11,212.97,2342.67,4,4,Yes,0,317,35,11,293,No
PO101129,2025-10-20,Supplier_07,Electronics,10,48.53,485.3,4,9,No,5,336,42,10,0,Yes
PO101130,2025-01-18,Supplier_11,Electronics,2,444.21,888.42,5,8,No,3,276,40,2,0,Yes
PO101131,2025-11-27,Supplier_08,Electronics,14,253.48,3548.72,7,10,No,3,304,52,14,0,Yes
PO101132,2025-08-22,Supplier_02,,15,461.91,6928.65,3,9,No,6,275,18,15,272,No
PO101133,2025-06-08,Supplier_15,Electronics,2,111.44,222.88,5,5,Yes,0,232,39,2,0,Yes
PO101134,2025-03-01,Supplier_14,Office Supplies,18,240.88,4335.84,8,18,No,10,395,24,18,389,No
PO101135,2025-12-05,Supplier_11,Electronics,4,121.58,486.32,6,16,No,10,234,45,4,193,No
PO101136,2025-11-22,Supplier_01,Electronics,9,297.09,2673.81,8,18,No,10,463,42,9,0,Yes
PO101137,2025-05-19,,Electronics,15,471.61,7074.15,10,9,Yes,0,90,39,15,0,Yes
PO101138,2025-06-21,Supplier_04,Electronics,12,370.82,4449.84,9,13,No,4,266,50,12,228,No
PO101139,2025-06-13,Supplier_15,Home & Kitchen,5,187.53,937.65,4,11,No,7,241,35,5,211,No
PO101140,2025-06-12,Supplier_02,Home & Kitchen,12,280.41,3364.92,8,19,No,11,283,28,12,267,No
PO101141,2025-04-07,Supplier_11,Office Supplies,3,98.6,295.8,4,3,Yes,0,183,19,3,167,No
PO101142,2025-01-28,Supplier_06,Home & Kitchen,4,239.5,958.0,9,7,Yes,0,456,34,4,0,Yes
PO101143,2025-01-29,Supplier_15,Electronics,14,289.1,4047.4,4,8,No,4,399,50,14,363,No
PO101144,2025-12-29,Supplier_12,Home & Kitchen,18,469.93,8458.74,8,15,No,7,223,32,18,209,No
PO101145,2025-07-29,Supplier_10,Electronics,1,385.17,385.17,5,12,No,7,173,34,1,140,No
PO101146,2025-08-26,Supplier_08,Home & Kitchen,17,399.39,6789.63,8,7,Yes,0,34,20,17,31,No
PO101147,2025-10-26,Supplier_09,Home & Kitchen,9,249.52,2245.68,7,8,Yes,1,373,31,9,351,No
PO101148,2025-08-16,Supplier_10,Home & Kitchen,13,227.0,2951.0,5,11,No,6,82,32,13,63,No
PO101149,2025-11-06,Supplier_05,Electronics,4,176.97,707.88,7,17,No,10,263,30,4,0,Yes
PO101150,2025-10-11,Supplier_09,Office Supplies,14,39.92,558.88,10,10,Yes,0,469,19,14,464,No
PO101151,2025-11-18,Supplier_04,Office Supplies,10,155.8,1558.0,3,9,No,6,307,25,10,292,No
PO101152,2025-01-11,Supplier_05,Home & Kitchen,14,113.45,1588.3,7,7,Yes,0,432,34,14,412,No
PO101153,2025-02-02,Supplier_08,Electronics,18,269.68,4854.24,7,8,Yes,1,258,32,18,244,No
PO101154,2025-08-25,Supplier_10,Electronics,15,340.03,5100.45,4,5,No,1,226,49,15,192,No
PO101155,2025-10-31,Supplier_01,Electronics,6,407.69,2446.14,9,13,No,4,498,44,6,460,No
PO101156,2025-02-02,Supplier_15,Home & Kitchen,13,246.44,3203.72,9,18,No,9,64,31,13,46,No
PO101157,2025-09-25,Supplier_03,Electronics,8,476.22,3809.76,9,19,No,10,370,49,8,0,Yes
PO101158,2025-05-09,Supplier_09,Electronics,20,232.89,4657.8,10,9,Yes,0,350,44,20,326,No
PO101159,2025-11-23,Supplier_11,Home & Kitchen,7,358.68,2510.76,3,5,No,2,99,24,7,82,No
PO101160,2025-08-26,Supplier_05,Office Supplies,14,58.43,818.02,6,8,No,2,375,28,14,361,No
PO101161,2025-02-11,Supplier_11,Office Supplies,9,119.29,1073.61,9,15,No,6,154,27,9,136,No
PO101162,2025-08-30,Supplier_08,Home & Kitchen,14,289.11,4047.54,8,9,Yes,1,365,30,14,349,No
PO101163,2025-06-03,Supplier_01,Electronics,9,109.16,982.44,7,18,No,11,123,34,9,0,Yes
PO101164,2025-12-31,Supplier_14,Home & Kitchen,11,393.76,4331.36,4,5,Yes,1,231,31,11,211,No
PO101165,2025-04-01,Supplier_03,Office Supplies,20,223.82,4476.4,3,11,No,8,383,20,20,0,Yes
PO101166,2025-08-24,Supplier_02,Electronics,7,80.45,563.15,9,20,No,11,414,47,7,0,Yes
PO101167,2025-02-09,Supplier_10,Electronics,16,388.43,6214.88,8,9,Yes,1,383,44,16,0,Yes
PO101168,2025-09-01,Supplier_03,Electronics,4,411.56,1646.24,4,10,No,6,102,50,4,0,Yes
PO101169,2025-08-24,Supplier_07,Home & Kitchen,18,50.74,913.32,5,4,Yes,0,96,26,18,88,No
PO101170,2025-08-12,Supplier_01,Office Supplies,9,149.55,1345.95,7,14,No,7,142,24,9,127,No
PO101171,2025-08-27,Supplier_09,Office Supplies,14,361.03,5054.42,8,18,No,10,328,19,14,323,No
PO101172,2025-08-15,Supplier_14,Electronics,14,403.8,5653.2,3,14,No,11,488,43,14,459,No
PO101173,2025-11-01,Supplier_02,Home & Kitchen,5,83.43,417.15,7,15,No,8,153,29,5,129,No
PO101174,2025-04-25,Supplier_09,Electronics,2,471.74,943.48,4,13,No,9,479,61,2,0,Yes
PO101175,2025-12-24,Supplier_13,Home & Kitchen,18,460.44,8287.92,6,6,Yes,0,355,40,18,333,No
PO101176,2025-03-24,Supplier_04,Office Supplies,3,136.22,408.66,5,15,No,10,380,27,3,0,Yes
PO101177,2025-04-22,Supplier_04,Office Supplies,7,351.41,2459.87,9,10,Yes,1,112,19,7,100,No
PO101178,2025-03-01,Supplier_07,Home & Kitchen,1,396.06,396.06,5,3,Yes,0,211,24,1,188,No
PO101179,2025-02-11,Supplier_06,Electronics,19,104.36,1982.84,7,10,No,3,465,54,19,0,Yes
PO101180,2025-10-21,Supplier_02,Office Supplies,13,364.19,4734.47,3,14,No,11,49,20,13,42,No
PO101181,2025-07-04,Supplier_07,Office Supplies,5,467.27,2336.35,10,14,No,4,380,29,5,356,No
PO101182,2025-06-27,Supplier_14,Home & Kitchen,17,296.19,5035.23,5,9,No,4,254,34,17,237,No
PO101183,2025-12-22,Supplier_09,Office Supplies,19,364.3,6921.7,10,15,No,5,78,16,19,81,No
PO101184,2025-10-25,Supplier_05,Electronics,8,159.54,1276.32,5,6,Yes,1,391,41,8,0,Yes
PO101185,2025-12-16,Supplier_15,Electronics,5,372.85,1864.25,7,16,No,9,132,48,5,89,No
PO101186,2025-02-14,Supplier_02,Office Supplies,4,22.32,89.28,3,6,No,3,79,27,4,56,No
PO101187,2025-04-15,Supplier_04,Electronics,17,79.52,1351.84,8,15,No,7,266,54,17,0,Yes
PO101188,2025-01-27,Supplier_15,Home & Kitchen,12,118.01,1416.12,4,5,No,1,400,23,12,389,No
PO101189,2025-04-08,Supplier_03,Electronics,19,235.22,4469.18,7,10,No,3,252,36,19,235,No
PO101190,2025-05-25,Supplier_13,Electronics,15,337.18,5057.7,6,12,No,6,244,44,15,215,No
PO101191,2025-07-04,Supplier_03,Home & Kitchen,12,65.35,784.2,3,2,Yes,0,156,33,12,135,No
PO101192,2025-03-05,Supplier_04,Office Supplies,17,245.66,4176.22,10,11,Yes,1,384,24,17,377,No
PO101193,2025-11-07,Supplier_12,Home & Kitchen,14,324.92,4548.88,9,15,No,6,319,24,14,309,No
PO101194,2025-08-31,Supplier_10,Electronics,14,241.03,3374.42,6,6,Yes,0,53,51,14,16,No
PO101195,2025-10-18,Supplier_06,Electronics,1,319.98,319.98,5,11,No,6,102,47,1,0,Yes
PO101196,2025-10-20,Supplier_05,Office Supplies,14,402.48,5634.72,5,4,Yes,0,124,19,14,119,No
PO101197,2025-04-16,Supplier_14,Office Supplies,8,81.36,650.88,4,12,No,8,422,21,8,409,No
PO101198,2025-09-20,Supplier_07,Electronics,1,440.58,440.58,8,18,No,10,302,33,1,270,No
PO101199,2025-05-31,Supplier_01,Office Supplies,9,416.16,3745.44,6,11,No,5,496,18,9,487,No
PO101200,2025-09-29,Supplier_12,Home & Kitchen,2,115.72,231.44,8,9,Yes,1,396,38,2,0,Yes
PO101201,2025-04-14,Supplier_08,Electronics,20,250.51,5010.2,3,5,No,2,80,49,20,51,No
PO101202,2025-05-06,Supplier_03,Home & Kitchen,5,294.85,1474.25,4,15,No,11,68,30,5,43,No
PO101203,2025-12-27,Supplier_12,Electronics,13,327.43,4256.59,5,3,Yes,0,379,41,13,0,Yes
PO101204,2025-07-24,Supplier_08,Electronics,9,229.92,2069.28,8,12,No,4,37,57,9,1,No
PO101205,2025-01-03,Supplier_08,Electronics,3,146.42,439.26,8,19,No,11,61,56,3,0,Yes
PO101206,2025-10-29,Supplier_13,Home & Kitchen,1,479.07,479.07,4,2,Yes,0,428,25,1,404,No
PO101207,2025-05-12,Supplier_07,Office Supplies,12,160.7,1928.4,3,12,No,9,424,23,12,413,No
PO101208,2025-02-06,Supplier_01,Office Supplies,4,144.81,579.24,7,14,No,7,269,15,4,258,No
